QB,RB,RB,WR,WR,WR,FLEX,S-FLEX
13357180,13357187,13357214,13357364,13357367,13357463,13357392,13357305
13357180,13357187,13357214,13357364,13357367,13357463,13357401,13357305
13357180,13357187,13357214,13357364,13357367,13357463,13357440,13357305
13357180,13357187,13357214,13357364,13357367,13357463,13357472,13357305
13357180,13357187,13357214,13357364,13357367,13357463,13357712,13357305
